id	name	snippet	url
511444	Thynias	Labeled feature, Settlement, Settlement-modern; 30 BC - AD 2100	http://pleiades.stoa.org/places/511444
511445	Thynias Pr.	Cape; 330 BC - AD 2100	http://pleiades.stoa.org/places/511445
481764	Bistritsa	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/481764
481775	Burgaraca	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/481775
481788	Chepino	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/481788
481799	Daskalovo	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/481799
481809	Dolno Kobile	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481809
481810	Dolno Ujno	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481810
481823	*Egerica	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/481823
481835	‘Extuomne’	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/481835
481843	German	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481843
481844	Germania	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481844
481845	Golemo selo	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481845
481846	Gorno Kobile	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481846
481847	Gorno Ujno	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481847
481848	Gorubljane	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481848
481860	Helice	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/481860
481869	Jarlovo	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481869
481874	*Karistoron	Temple; 30 BC - AD 640	http://pleiades.stoa.org/places/481874
481887	Kralev dol	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/481887
481943	Pancharevo	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481943
481949	Pautalia	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/481949
481958	Pernik	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481958
481967	Prodanovci	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481967
481980	Samokov	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481980
481983	Scaptopara	Settlement; 330 BC - AD 640	http://pleiades.stoa.org/places/481983
481993	Skombros M.	Mountain; AD 1700 - AD 2100	http://pleiades.stoa.org/places/481993
481996	Soneio	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/481996
481998	Sparata	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/481998
481999	Spinopara	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/481999
482000	Sportela	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/482000
482004	Stob	Settlement; 330 BC - AD 640	http://pleiades.stoa.org/places/482004
482036	Vladaja	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/482036
482041	Zlogoš	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/482041
162338	Mese	Island; 30 BC - AD 2100	http://pleiades.stoa.org/places/162338
491537	Bansko	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/491537
491567	Debrene	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/491567
491616	Herakleia Sintike	Settlement; 550 BC - AD 640	http://pleiades.stoa.org/places/491616
491623	Janovo	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/491623
491626	Kalimanci	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/491626
491632	Katunci	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/491632
491668	Muletarovo	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/491668
491672	*Neine	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/491672
491683	Paroikopolis/Parthikopolis	Settlement; 330 BC - AD 640	http://pleiades.stoa.org/places/491683
491698	Piperica	Fort; 30 BC - AD 300	http://pleiades.stoa.org/places/491698
491709	Razlog	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/491709
491719	Sintia	Settlement	http://pleiades.stoa.org/places/491719
491754	Vranja	Fort; 30 BC - AD 300	http://pleiades.stoa.org/places/491754
501324	Ablanica Rodopi	Settlement; 330 BC - AD 640	http://pleiades.stoa.org/places/501324
501349	Angel vojvoda	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501349
501360	Armira	Villa; 30 BC - AD 300	http://pleiades.stoa.org/places/501360
501371	Batak	Settlement; 750 BC - AD 640	http://pleiades.stoa.org/places/501371
501381	Bourdepa	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501381
501384	Castra Iarba	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/501384
501387	Ciropolis	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/501387
501395	Debren	Settlement; AD 300 - AD 640	http://pleiades.stoa.org/places/501395
501418	Fotinovo	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501418
501420	Gajtaninovo	Fort; 30 BC - AD 300	http://pleiades.stoa.org/places/501420
501424	Gospodinci	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501424
501429	Harmanli	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501429
501441	Ivajlovgrad	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501441
501457	Karamanci	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501457
501459	Kărdžali	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501459
501480	Kovačevica	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/501480
501492	Lâki	Mine; 30 BC - AD 640	http://pleiades.stoa.org/places/501492
501517	Mezek	Tumulus; 550 BC - AD 640	http://pleiades.stoa.org/places/501517
501524	Nestos fl.	River; AD 1700 - AD 2100	http://pleiades.stoa.org/places/501524
501525	Nicopolis ad Nestum/Ulpia Nicopolis	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501525
501554	Pelevun	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/501554
501557	Perperakion	Settlement, Mine; 30 BC - AD 640	http://pleiades.stoa.org/places/501557
501624	Spahievo	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/501624
501644	Tonzos fl.	River; 330 BC - AD 2100	http://pleiades.stoa.org/places/501644
501656	Vălkosel	Settlement; 330 BC - AD 640	http://pleiades.stoa.org/places/501656
501658	Vodeničarsko	Settlement; AD 300 - AD 640	http://pleiades.stoa.org/places/501658
321706	Thammes M.	Unlocated, Mountain; 30 BC - AD 2100	http://pleiades.stoa.org/places/321706
206909	Almus	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/206909
206955	Ballanstra	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/206955
206975	Bononia	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/206975
207017	Castra Martis	Fort; AD 300 - AD 640	http://pleiades.stoa.org/places/207017
207020	Cebrus	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/207020
845876618	Aleksandrovo tumulus	Tumulus; 330 BC - AD 2100	http://pleiades.stoa.org/places/845876618
92163	Loukopibia	Unlocated, Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/92163
930250	Tanagra	Unlocated; 550 BC - AD 2100	http://pleiades.stoa.org/places/930250
932433	Asabon M.	Mountain; 330 BC - AD 2100	http://pleiades.stoa.org/places/932433
932440	Bidya	Mosque; 30 BC - AD 1500	http://pleiades.stoa.org/places/932440
253686	Celebandicum Iugum	Unlocated, Cape; AD 1700 - AD 2100	http://pleiades.stoa.org/places/253686
253694	Malodes M.	Unlocated, Mountain; AD 1700 - AD 2100	http://pleiades.stoa.org/places/253694
253700	Palus Naccararum	Unlocated, Lake; AD 1700 - AD 2100	http://pleiades.stoa.org/places/253700
207043	Combustica	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/207043
207085	Dolno Linevo	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207085
207086	Dolno Ozirovo	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207086
207093	Dorticum	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207093
207104	Dushinci	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207104
207112	Erden	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207112
207123	Gaganitsa	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207123
207125	Gavril Genovo	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207125
207127	Georgi Damjanovo	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207127
207138	Gjurgich	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207138
207141	Gomotartsi	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207141
207146	Gorni Lom	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207146
207151	Govezhda	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207151
207154	Gradeshnitsa	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207154
207160	Gromshin	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207160
207191	Iskrets	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207191
207198	Jasen	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207198
207204	Kalimanitsa	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207204
207218	Koshava	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207218
207222	Krachimir	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207222
207240	Liljache	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207240
207259	Makresh	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207259
207266	Marchevo	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207266
207275	Meldia	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/207275
207293	Montana	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207293
207321	Opletnja	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207321
207342	Phlorentiana	Fort; AD 300 - AD 640	http://pleiades.stoa.org/places/207342
207356	Pomodiana/Cumodina	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207356
207370	Rabisha	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207370
207376	Ratiaria	Settlement, Fort; 30 BC - AD 300	http://pleiades.stoa.org/places/207376
207383	Remetodia	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/207383
207409	Salash	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207409
207435	Scretisca	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/207435
207439	Serdica	Settlement; 30 BC - AD 2100	http://pleiades.stoa.org/places/207439
207487	Târgovishte	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207487
207489	Tautiomosis	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207489
207518	Tsar Petrovo	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207518
207561	Vodna	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/207561
207563	Vorovum Minor	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207563
207564	Vratsa	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207564
207574	Zanoge	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207574
207575	Zasele	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/207575
216687	Abrit	Settlement; AD 300 - AD 640	http://pleiades.stoa.org/places/216687
216688	Abritus	Settlement; 330 BC - AD 640	http://pleiades.stoa.org/places/216688
216692	Ad Putea	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/216692
216693	Ad Radices	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/216693
216699	Altimir	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/216699
216702	Anchialus	Settlement; 550 BC - AD 640	http://pleiades.stoa.org/places/216702
216706	Apollonia Pontica/Sozopolis	Settlement; 550 BC - AD 640	http://pleiades.stoa.org/places/216706
216707	Appiaria	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/216707
216709	Aquae Calidae	Labeled feature, Bath; 330 BC - AD 640	http://pleiades.stoa.org/places/216709
216711	Aristaeum	Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/216711
216714	Arzus	Station; 30 BC - AD 640	http://pleiades.stoa.org/places/216714
216715	Asamus	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/216715
216716	Asamus (river)	River; 30 BC - AD 2100	http://pleiades.stoa.org/places/216716
216717	Athrys/Iatros/Ieterus (river)	River; 550 BC - AD 2100	http://pleiades.stoa.org/places/216717
216719	Augustae	Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/216719
216721	Aulaiouteichos/Agathopolis	Settlement; 550 BC - AD 640	http://pleiades.stoa.org/places/216721
416834	Nersa	Unlocated, Settlement, Settlement-modern; 330 BC - AD 2100	http://pleiades.stoa.org/places/416834
721382240	Grabbist hill-fort	Fort; 800 BC - AD 100	http://pleiades.stoa.org/places/721382240
